도서관명,주소,전화번호,팩스번호,위도,경도,홈페이지,휴관일,도서관코드,운영시간,도서수
인천 서구 검단도서관,인천광역시 서구 완정로92번길 18,032-561-4117,032-562-0827,37.6004027,126.666328,http://www.issl.go.kr/,"매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우",128001,06:00~22:00,129090
인천 서구 검암도서관,인천광역시 서구 검암로20번길 20,032-565-1610,032-565-1617,37.5660754,126.6831116,http://www.issl.go.kr/,"매주 월요일 / 법정공휴일, 구청장 승인을 득한 경우",128102,-,31910
인천 서구 석남도서관,인천광역시 서구 서달로137번길 6-12,032-575-2600,032-571-9459,37.5118582,126.678297,http://www.issl.go.kr/,"매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우",128008,06:00~22:00,89521
인천 서구 신석도서관,인천광역시 서구 염곡로 303,032-571-9457,032-571-7369,37.5116066,126.668116,http://www.issl.go.kr/,"매주 월요일 / 법정공휴일, 특별한 사유로 구청장의 승인을 득한 경우",128055,평일/주말 09:00~18:00 (매주 수요일 09:00~20;00),73866
인천 서구 심곡도서관,인천광역시 서구 심곡로 31,032-568-0133,032-568-0165,37.5424167,126.673039,http://www.issl.go.kr/,"매주 월요일 / 법정공휴일 , 특별한 사유로 구청장의 승인을 득한 경우",128024,9:00~18:00(수요일 9:00~20:00),115565
인천광역시립 영종도서관,인천광역시 중구 영종대로 85,032-745-6000,032-745-6090,37.4956846,126.488562,http://www.ylib.or.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일, 장서점검, 시설정비 기간 및 기타 관장이 필요하다고 인정하는 경우",128015,07:00 ~ 22:00,93943
인천광역시부평도서관,인천광역시 부평구 경원대로 1191,032-510-7300,032-510-7349,37.4849955,126.7048383,https://lib.ice.go.kr/bupyeong/,"매주 목요일 / 일요일을 제외한 관공서 공휴일, 도서관 사정상 휴관이 필요한 경우",123002,0.25,397669
인천광역시북구도서관,인천광역시 부평구 신트리로 21,032-363-5000,032-363-5060,37.5066139,126.7236467,https://lib.ice.go.kr/bukgu/,"매주 월요일 / 관공서의 공휴일, 대체공휴일",123003,06:00~23:00,418829
일동한신꿈나무작은도서관,"경상남도 김해시 분성로 14, 일동한신아파트 관리동 2층",055-322-4141,-,35.231751,128.84809,http://lib.gimhae.go.kr/03city/07_12_06.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148095,-,6402
일원1동작은도서관,서울특별시 강남구 양재대로55길 14,02-3423-8384,-,37.491839,127.087962,http://iw1lib.gangnam.go.kr/,"매주 토요일, 일요일 / 법정공휴일",11134717,-,1979
일원2동문고,서울특별시 강남구 개포로 607,02-3423-8456,-,37.4922791,127.074474,http://library.gangnam.go.kr/,"매주 토요일, 일요일 / 법정공휴일",11134712,-,0
일원본동작은도서관,서울특별시 강남구 광평로 126,02-3423-8284,-,37.4833525,127.086445,http://iblib.gangnam.go.kr/,"매월 셋째주 월요일 11:30~14:00, 매주 토요일 / 법정공휴일",11134707,-,9746
자양도서관,대전광역시 동구 백룡로 16,042-259-7422,042-224-6185,36.3355031,127.4485873,http://lib.donggu.go.kr/html/library/,"매주 토요일, 일요일 / 국경일, 정부에서 지정하는 공휴일",130008,09:00~18:00,45328
자양제4동도서관,서울특별시 광진구 자양4동 63-1,02-465-0737,02-465-0739,37.5340446,127.0640456,http://www.gwangjinlib.seoul.kr/,"매월 첫째주, 셋째주 화요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)",111115,동절기(11월~2월): 09:00~19:00 /  하절기(3월~10월): 09:00~20:00 / 주말공통 09:00~17:00,64621
장량동 꿈마루작은도서관,경상북도 포항시 북구 장량중앙로 117,054-252-1622,-,36.0894166,129.395131,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",747006,-,7378
장량동 다솜작은도서관,경상북도 포항시 북구 장량중앙로 17,054-252-0016,-,36.092047,129.382772,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147136,-,6381
장량동 바람숲작은도서관,경상북도 포항시 북구 양덕로 60,054-251-2531,-,36.0847418,129.403442,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",747016,-,3660
장량동 참사랑작은도서관,경상북도 포항시 북구 침촌로 20,054-255-0022,-,36.08195,129.37779,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147084,-,8673
장량동 해뜰참작은도서관,경상북도 포항시 북구 새천년대로 1235,054-246-0016,-,36.0749668,129.381851,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147156,-,5705
장량동 햇살작은도서관,경상북도 포항시 북구 양덕로50번길 33,054-256-0016,-,36.08476,129.40569,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147137,-,8427
장안어린이도서관,서울특별시 동대문구 장한로26다길 10,02-2249-1959,-,37.571256,127.073198,http://www.l4d.or.kr/ddmeach/index.php?libCho=MB,"매주 금요일 / 법정공휴일, 도서관 사정에 의한 임시 휴관일",111303,-,30781
장유대우작은도서관,"경상남도 김해시 팔판로 71, 푸르지오5단지아파트 복리동 2층",055-312-4489,-,35.176558,128.791376,http://lib.gimhae.go.kr/03city/07_20_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148062,-,16922
장유도서관,경상남도 김해시 대청로176번길 7,055-330-7461,055-330-6783,35.191583,128.79696,http://lib.gimhae.go.kr/,매월 마지막 월요일 / 법정공휴일(임시공휴일 포함),148042,"09:00~18:00(월~일:어린이실,유아실,멀티미디어실, 성인자료실) 18:00~23:00(월~금:성인자료실), 학습실[월~일 08:00~23:00]",206092
장흥작은도서관,경기도 양주시 장흥면 호국로 470,031-844-0987,-,37.7137571,126.9693719,http://www.libyj.go.kr/jhLibMain.do,매주 금요일 / 국경일,141300,-,27135
전라남도립도서관,전라남도 무안군 삼향읍 남악로 210,061-288-5200,061-288-5290,34.8049913,126.461486,http://lib.jeonnam.go.kr/,"매월 첫째, 셋째 수요일 / 관공서의 공휴일, 기타 임시 휴관일",146126,"월~금 09:00~22:00, 토 09:00~20:00 일요일 09:00~18:00 (일부실 연장운영중)",243075
전북도청도서관,전라북도 전주시 완산구 효자로 225,063-280-2454,063-280-2459,35.8207082,127.101491,http://library.jeonbuk.go.kr/,"매주 토요일, 일요일 / 국경일, 공휴일",145075,월~금 09:00 ~ 18:00,63991
전주시립건지도서관,전라북도 전주시 덕진구 호성로 25,063-281-6606,063-243-6633,35.8541298,127.151551,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145142,"3월-10월 평일(07시-23시),토,일,공휴일(07시-22시)/11월-2월(08시-22시) ★단,11월은 대학입시 전일까지 07시-23시까지 연장 개방",41457
전주시립금암도서관,전라북도 전주시 덕진구 거북바우로 13,063-281-6443,063-252-5173,35.8364087,127.139964,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145018,"동절기 08:00~22:00, 하절기 07:00~23:00",166139
전주시립삼천도서관,전라북도 전주시 완산구 용리로 107,063-281-6464,063-225-2878,35.7989436,127.121693,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145035,-,133432
전주시립서신도서관,전라북도 전주시 완산구 서신천변14길 10,063-281-6550,063-274-4362,35.8310167,127.11525,http://lib.jeonju.go.kr/,"매주 월요일, 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145051,-,119026
전주시립송천도서관,전라북도 전주시 덕진구 솔내로 212,063-281-2798,063-278-9404,35.8693071,127.128237,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145039,3월~10월 :07:00~23:00 / 11월~2월 : 08:00~22:00,106828
전주시립아중도서관,전라북도 전주시 덕진구 무삼지2길 7,063-281-6475,063-243-0053,35.8262181,127.162659,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145131,-,73625
전주시립완산도서관,전라북도 전주시 완산구 곤지산4길 12,063-287-6417,063-230-1828,35.8094167,127.147738,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145017,07:00~23:00(11월~2월 08:00~23:00),371813
전주시립인후도서관,전라북도 전주시 덕진구 안덕원로 349,063-281-6409,063-242-1271,35.8395057,127.1634,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145030,"화~금 09:00~18:00(아동실), 09:00~19:00(일반실) / 주말 09:00~17:00",102279
전주시립쪽구름도서관,전라북도 전주시 덕진구 여암2길 9,063-281-6530,063-212-6524,35.8715131,127.07571,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145139,-,50753
전주시립평화도서관,전라북도 전주시 완산구 평화14길 27-51,063-281-6420,063-221-2540,35.7914868,127.134854,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145097,"3월-10월 평일(07시-23시),토,일,공휴일(07시-22시)/11월-2월(08시-22시) ★단,11월은 대학입시 전일까지 07시-23시까지 연장 개방",81412
전주시립효자도서관,전라북도 전주시 완산구 우전로 181,063-281-6490,063-281-5291,35.8109943,127.1005948,http://lib.jeonju.go.kr/,"매주 월요일 / 법정공휴일(단, 열람실은 개방), 신정, 설날, 추석 당일",145145,-,41946
정독도서관,서울특별시 종로구 북촌로5길 48,02-2011-5799,02-737-6943,37.5810398,126.982952,http://jdlib.sen.go.kr/,"매월 첫째주, 셋째주 수요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 임시로 정하는 휴일",111020,평일 7-23시,847814
정릉도서관,서울특별시 성북구 정릉로 242,02-2038-9928,070-4324-5396,37.6047207,127.010585,https://www.sblib.seoul.kr/,"매월 첫째주, 셋째주 월요일 / 법정공휴일",111380,09:00~21:00,35288
정선교육도서관,강원도 정선군 정선읍 봉양4길 9,033-563-5330,033-563-5332,37.3781403,128.6622767,http://lib.gwe.go.kr/jslib/,"매주 월요일 / 국가 지정 공휴일, 교육도서관장이 필요에 의하여 지정한 날",142017,자료실 : 평일(09:00~19:00) 주말(09:00~18:00) / 학습실 : 08:00~23:00,137752
제주 동부도서관,제주특별자치도 서귀포시 일주동로 8232,064-767-1524,064-760-3699,33.261775,126.608288,http://lib.jeju.go.kr/,"매주 수요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149013,08:00~24:00,84916
제주 삼매봉도서관,제주특별자치도 서귀포시 남성중로153번길 15,064-733-1524,064-760-3679,33.24426,126.5521,http://lib.jeju.go.kr/,"매주 목요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149002,08:00~24:00,127019
제주 서부도서관,제주특별자치도 서귀포시 중문관광로 346,064-739-9862,064-760-3719,33.250821,126.432371,http://lib.jeju.go.kr/,"매주 월요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149017,"자료실(09:00~22:00),열람실(08:00~24:00)",71247
제주 성산일출도서관,제주특별자치도 서귀포시 성산읍 고성오조로 133,064-783-4227,064-783-4257,33.4556963,126.9121171,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149012,08:00~22:00,109269
제주 안덕산방도서관,제주특별자치도 서귀포시 안덕면 화순서서로 44,064-794-2489,064-794-2419,33.2550768,126.3306645,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149015,08:00~22:00,89366
제주 애월도서관,제주특별자치도 제주시 애월읍 일주서로 6339,064-728-1507,064-799-8489,33.4633179,126.3313125,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149011,08:00~22:00,90497
제주 우당도서관,제주특별자치도 제주시 사라봉동길 30,064-728-1503,064-728-8559,33.5154244,126.5487423,http://lib.jeju.go.kr/,"매주 월요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149006,"열람실 (동절기 07:00~24:00, 하절기 06:00~24:00), 문헌정보자료실(평일 09:00~10:00, 주말 및 공휴일 09:00~18:00), 어린이자료실 09:00~18:00",352387
제주 조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,064-728-1505,064-728-8572,33.5377434,126.6676946,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149014,08:00~22:00,87040
제주 중앙도서관,제주특별자치도 서귀포시 김정문화로 32,064-739-1516,064-760-3689,33.2513754,126.5076048,http://lib.jeju.go.kr/,"매주 화요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149008,08:00-24:00,129213
제주 탐라도서관,제주특별자치도 제주시 정원로 50,064-728-1506,064-728-8589,33.479268,126.477125,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149005,06:00 ~ 24:00,274229
제주 표선도서관,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,064-787-5488,064-787-6488,33.3239223,126.8385708,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149018,08:00~22:00,94565
제주 한경도서관,제주특별자치도 제주시 한경면 신한로 13,064-728-1508,064-772-3723,33.3500434,126.1845632,http://lib.jeju.go.kr/,"매주 금요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149016,08:00~22:00,80604
제주기적의도서관,제주특별자치도 제주시 동광로12길 19,064-728-1504,064-751-0156,33.5017041,126.5354668,http://lib.jeju.go.kr/,"매주 월요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149019,09:00~18:00,90326
제천시립도서관,충청북도 제천시 내제로 318,043-646-2019,043-641-3729,37.145074,128.220288,http://www.jecheon.go.kr/jclib/,매주 월요일 / 관공서의 공휴일에 관한 규정이 정하는 공휴일,143015,09:00~22:00(자료실 기준),490517
제천학생회관,충청북도 제천시 청전대로1길 7,043-647-8588,043-646-8588,37.1459009,128.2022633,http://www.jcsh.go.kr/,"매월 둘째주, 넷째주 월요일 / 1월 1일, 설날 및 추석연휴, 일요일을 제외한 관공서의 공휴일",143007,09:00-22:00(주말에는 자료실만 09:00-18:00),123783
젤미작은도서관,"경상남도 김해시 능동로 32, 젤미부영e그린7차아파트 관리동 지하1층",055-313-4149,-,35.196245,128.797396,http://lib.gimhae.go.kr/03city/07_19_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148056,-,14043
조원도서관,서울특별시 관악구 조원로12길 25,02-851-5571,02-851-5573,37.4826794,126.9078028,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/jw_lib/,"매주 수요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",111192,"평일: 09:00~20:00, 주말: 09:00~17:00",62729
종로도서관,서울특별시 종로구 사직로9길 15-14,02-721-0703,02-737-1707,37.5764744,126.966457,http://jnlib.sen.go.kr/,"매월 둘째주, 넷째주 월요일 / 법정공휴일, 도서관 운영상 도서관장이 필요하다고 지정한 날",111021,"어문학실, 인문사회과학실 09시~22시(평일), 09시~17시(주말) / 자연과학정보실 09시~20시(평일), 09시~17시(주말) / 인왕관 09시~18시(평일), 09시~17시(토)/ 자율학습실 07시~23시(3~10월 평일), 08시~23시(11~2월 평일), 주말은 22시까지 운영",354150
종암동새날도서관,서울특별시 성북구 종암로 98-8,02-6925-6920,02-6442-6925,37.5990302,127.035098,https://www.sblib.seoul.kr/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 관장이 필요하다고 인정하는 날",111188,09:00~18:00,55722
주촌디딤돌작은도서관,경상남도 김해시 주촌면 서부로1637번길 15,055-329-0079,-,35.238248,128.830825,http://lib.gimhae.go.kr/03city/07_03_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148098,-,6119
죽도동 맑은물작은도서관,경상북도 포항시 북구 죽도로40번길 6,054-278-3081,-,36.03302,129.36473,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147124,-,4613
죽도동 청암작은도서관,경상북도 포항시 북구 죽도로 82-2,070-4125-3081,-,36.03312,129.36951,http://phlib.pohang.go.kr/,"매주 토요일, 일요일 / 법정공휴일",147104,-,9068
죽장면 참느리작은도서관,경상북도 포항시 북구 죽장면 죽장로 1759,054-261-0330,-,36.241684,129.215431,http://phlib.pohang.go.kr/,"매주 토요일, 일요일 / 법정공휴일",147155,-,3351
죽전도서관,경기도 용인시 수지구 대지로 89,031-324-4641,-,37.3301254,127.118765,http://lib.yongin.go.kr/jukjeon/,"매월 첫째주, 셋째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141149,종합자료실:(평일)9시-22시(주말)9시-17시/어린이실&디지털자료실:(평일)9시-18시(주말)9시-17시/열람실:7시-24시,191886
중곡문화체육센터도서관,서울특별시 광진구 능동로 433,02-3408-4900,02-3408-4950,37.5677352,127.0825706,http://www.gwangjinlib.seoul.kr/,"매월 첫째주, 셋째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)",111116,"평일 09:00 ~ 22:00, 주말 09:00 ~ 17:00",168076
중구구립 신당도서관,서울특별시 중구 신당동 52-164,02-2280-8490,02-2285-4609,37.5617028,127.0189101,https://www.e-junggulib.or.kr/,연중무휴,111220,"09:00~18:00(월),08:00-23:00(화~금),08:00~22:00(토~일)",58887
중랑구립면목정보도서관,서울특별시 중랑구 면목로 397,02-432-4123,02-432-4126,37.5871918,127.0876595,http://www.jungnanglib.seoul.kr/mmlib/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일, 단, 다섯째주 월요일은 정상운영",111060,0.333333333333333,119595
중랑구립정보도서관,서울특별시 중랑구 신내로15길 197,02-490-9113,02-490-9140,37.6151557,127.0868682,http://www.jungnanglib.seoul.kr/jnlib/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일, 단, 다섯째주 월요일은 정상운영",111034,동절기(11~2월) : 08:00~23:00/ 하절기(3~10월) : 07:00~23:00,262319
중랑숲어린이도서관,서울특별시 중랑구 망우로73길 46-1,02-6235-1150,02-437-1150,37.6024771,127.1052616,http://www.jungnanglib.seoul.kr/suplib/,"매주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일",111311,(화~금)09:00~18:00(토~일)09:00~17:00,53581
중앙공원숲속작은도서관,경기도 부천시 소향로 162,032-625-4555,-,37.4997953,126.765349,http://bcsl.go.kr/,매주 월요일 / 법정공휴일,741006,-,8153
중화어린이도서관,서울특별시 중랑구 중랑역로3길 28,02-494-1846,-,37.595,127.0747885,http://www.jungnanglib.seoul.kr/jhklib/,"매주 일요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일",711090,-,23720
중흥샘이깊은작은도서관,"경상남도 김해시 진영읍 장등로19번길 18, 중흥s클래스2단지아파트 관리동 2층",055-346-7181,-,35.308763,128.732954,http://lib.gimhae.go.kr/03city/07_01_03.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148235,-,5225
증평도서관,충청북도 증평군 증평읍 광장로 154,043-836-9477,043-836-7868,36.7829406,127.5886432,http://www.jplib.go.kr/,"매월 첫째주, 셋째주 월요일 / 국가공휴일, 기타 도서관장이 필요하다고 인정하는 날",143016,08:00 ~22:00,115431
지저동 작은도서관,대구광역시 동구 해동로3길 80,070-7755-5633,-,35.8933991,128.638275,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727066,-,6161
지혜의등대 작은도서관,서울 도봉구 도봉로 552,070-4215-8936,-,37.6540005,127.0386044,http://www.unilib.dobong.kr/,매주 일요일 / 법정공휴일,711320,-,8831
진례작은도서관,경상남도 김해시 진례면 송현로 21-1,055-345-4277,-,35.249028,128.750676,http://lib.gimhae.go.kr/03city/07_04_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148066,-,11154
진말책향기작은도서관,경기도 부천시 장말로351번길 9,032-661-8366,-,37.4909759,126.780646,http://bcsl.go.kr/,"매주 토요일, 일요일 / 법정공휴일",741077,-,6523
진산도서관,충청남도 금산군 진산면 읍내로 63,041-750-2953,041-751-5651,36.1438886,127.3698109,http://library.geumsan.go.kr/,매주 일요일,144168,-,34656
진영한빛도서관,경상남도 김해시 진영읍 김해대로 440,055-330-4831,055-330-6786,35.304562,128.736912,http://lib.gimhae.go.kr/,매월 마지막 월요일 / 법정공휴일(임시공휴일 포함),148084,어린이자료실 : 09:00~21:00 디지털자료실 :09:00~18:00 종합자료실 09:00~23:00,133069
진잠도서관,대전광역시 유성구 진잠로160번길 19,042-601-6590,042-611-2799,36.3031044,127.319778,http://lib.yuseong.go.kr/,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날",130010,동절기08:00-22:00/하절기07:00-22:00,79952
진주시립도동어린이도서관,경상남도 진주시 상대로119번길 17,055-749-7496,055-749-0945,35.1861295,128.1248461,http://lib.jinju.go.kr/,"매월 첫째주 월요일 / 신정, 설, 추석 연휴, 도서관장 공고일",148086,"평일 9시~18시, 주말 공휴일 9시~17시",40860
진주시립비봉어린이도서관,경상남도 진주시 향교로 86,055-749-7494,055-749-2894,35.1977308,128.0905381,http://lib.jinju.go.kr/,"매월 첫째주 월요일 / 신정, 설, 추석 연휴, 도서관장 공고일",148068,"평일 9~18시, 주말 공휴일 9~17시",33408
진주시립서부도서관,경상남도 진주시 평거로 249,055-749-5983,055-749-5988,35.1896559,128.061617,http://lib.jinju.go.kr/,"매월 첫째주 월요일 / 신정, 설, 추석 연휴, 도서관장 공고일",148040,"(평일, 주말)07:00~22:00",200808
진주시립어린이전문도서관,경상남도 진주시 평거로 46,055-749-5984,055-749-5987,35.1740636,128.0653523,http://lib.jinju.go.kr/,"매월 첫째주 월요일 / 신정, 설, 추석 연휴, 도서관장 공고일",148047,"평일 9:00~18:00, 주말 및 공휴일 9:00~18:00",88173
진주시립연암도서관,경상남도 진주시 모덕로47번길 13-17,055-749-5982,055-749-5989,35.1830905,128.1019738,http://lib.jinju.go.kr/,"매월 첫째주 월요일 / 신정, 설, 추석 연휴, 도서관장 공고일",148022,07:00~22:00,220181
진천도서관,충청북도 진천군 진천읍 상산1길 11,043-534-4516,043-534-4510,36.8557046,127.4392093,http://www.jclib.go.kr/,"매월 첫째주, 셋째주 월요일 / 국정공휴일(토요일, 일요일 제외, 단 공휴일과 겹치면 휴관), 기타 관장이 지정한 날",143009,"자료실 9:00~18:00 / 열람실 동절기 8:00~21:00, 하절기 8:00~ 22:00",121337
창1동 공립 작은도서관,서울 도봉구 해등로 46,02-2091-5907,-,37.6483328,127.0437847,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111272,-,15560
창2동 공립 작은도서관,서울 도봉구 덕릉로59길 73-3,02-2091-5908,-,37.6413898,127.0356396,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111331,-,13565
창3동 공립 작은도서관,서울 도봉구 덕릉로62길 89,02-2091-5909,-,37.6381103,127.0428666,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111350,-,12067
창4동 공립 작은도서관,서울 도봉구 노해로69길 103,02-2091-5910,-,37.6571794,127.0483916,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111348,-,15011
창5동 공립 작은도서관,서울 도봉구 도봉로136나길 20,02-2091-5911,-,37.6562098,127.0434809,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",711318,-,19577
창동육아종합지원센터,서울 도봉구 우이천로4길 24-5,02-994-3372,-,37.6335062,127.0411015,http://www.unilib.dobong.kr/,-,711324,-,5588
창북중학교,서울 도봉구 노해로62길 33,070-8230-5263,-,37.6494708,127.0385766,http://www.unilib.dobong.kr/,-,511017,-,25689
책가방작은도서관,"울산광역시 북구 천곡남로 38, 관리동 지하1층",052-967-8008,-,35.631562,129.3366859,https://usbl.bukgu.ulsan.kr/,"매월 둘째주, 넷째주 토요일, 일요일 / 법정공휴일",131025,-,9636
책고래작은도서관,"경상남도 김해시 장유로334번길 76, 장유e편한세상아파트 관리동 3층",055-314-5879,-,35.193875,128.810209,http://lib.gimhae.go.kr/03city/07_18_02.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148070,-,12275
책놀이터작은도서관,"울산광역시 북구 아진로 42, 관리동 지하1층",052-282-6630,-,35.6299962,129.3422293,https://usbl.bukgu.ulsan.kr/,"매주 토요일, 일요일 / 법정공휴일",131027,-,7725
책누리작은도서관,"울산광역시 북구 염포로 459, 관리동 2층",052-289-3525,-,35.5509767,129.3833239,https://usbl.bukgu.ulsan.kr/,"매주 토요일, 일요일 / 법정공휴일",131036,-,8759
책마루작은도서관,울산광역시 북구 달천로 103-20,052-281-7785,-,35.6317616,129.3269509,https://usbl.bukgu.ulsan.kr/,"매주 토요일, 일요일 / 법정공휴일",131041,-,9639
책사랑작은도서관,"울산광역시 북구 천곡길 165, 관리동 2층",052-935-1379,-,35.6380752,129.3274329,https://usbl.bukgu.ulsan.kr/,"매월 둘째주, 넷째주 토요일, 일요일 / 법정공휴일",131020,-,11562
천안시도솔도서관,충청남도 천안시 서북구 번영로 156,041-521-3735,041-521-3919,36.815021,127.114115,http://www.cheonan.go.kr/lib.do,"매월 둘째주, 넷째주 월요일 / 법정공휴일",144061,08:00~22:00,218722
천안시두정도서관,충청남도 천안시 서북구 부성3길 9,041-521-3733,041-521-3909,36.8344397,127.134763,http://www.cheonan.go.kr/lib.do,"매월 첫째주, 셋째주 월요일 / 법정공휴일",144071,08:00~22:00,271185
천안시성거도서관,충청남도 천안시 서북구 성거읍 천흥3길 3,041-521-3734,041-521-3859,36.8714745,127.200706,http://www.cheonan.go.kr/lib.do,"매월 둘째주, 넷째주 월요일 / 법정공휴일",144036,08:00~22:00,286072
천안시신방도서관,충청남도 천안시 동남구 통정4로 7,041-521-3724,041-521-3959,36.7744613,127.130942,http://www.cheonan.go.kr/lib.do,"매월 둘째주, 넷째주 월요일 / 법정공휴일",144142,08:00~22:00,177262
천안시쌍용도서관,충청남도 천안시 서북구 월봉4로 153,041-521-3731,041-521-3739,36.8004226,127.114543,http://www.cheonan.go.kr/lib.do,"매월 첫째주, 셋째주 월요일 / 법정공휴일",144039,08:00~22:00,375737
천안시아우내도서관,충청남도 천안시 동남구 병천면 병천2로 57,041-521-3723,041-521-2889,36.7669174,127.303245,http://www.cheonan.go.kr/lib.do,"매월 첫째주, 셋째주 월요일 / 법정공휴일",144047,08:00~22:00,140050
천안시중앙도서관,충청남도 천안시 동남구 중앙로 118,041-521-3722,041-521-3729,36.8090222,127.153275,http://www.cheonan.go.kr/lib.do,"매월 둘째주, 넷째주 월요일 / 법정공휴일",144016,08:00~22:00,550106
